sweep_id,pdb_id_id,wavelength,MR_success,TFZ,LLG,PAK,mr_reso,mr_sg,mr_sg_no,RMSD,VRMS,eLLG,tncs,model_pdb,seq_ident,model_res,anomalousCC,IoverSigma,completeness,diffI,RmergeI,lowreslimit,RpimI,multiplicity,RmeasdiffI,anomalousslope,diffF,wilsonbfactor,RmeasI,highreslimit,RpimdiffI,anomalousmulti,RmergediffI,totalobservations,anomalouscompl,cchalf,totalunique
12,396,0.9200,1.00,11.20,82.00,9.00,5.95,P43212,96,0.00,0.00,"2,379.30",0.00,2GP3,65.88,2.35,0.0367,12.25,98.57,0.000,0.0688,52.09,0.0284,6.46,0.0738,0.916,0.000,9.95,0.0747,1.19,0.0381,3.41,0.0629,"810,570",97.07,0.9980,"125,545"
360,397,0.9763,1.00,61.00,"4,663.00",0.00,1.19,P21212,18,0.50,0.06,"2,141.80",0.00,5UOO,80.70,1.69,-0.0149,14.73,78.32,0.000,0.0869,52.73,0.0307,8.02,0.0936,0.812,0.000,6.32,0.0924,1.19,0.0418,4.30,0.0834,"249,841",76.01,0.9965,"31,135"
559,401,0.9794,1.00,0.00,"1,147.00",1.00,1.45,P1,1,1.33,0.71,37.30,1.00,2TLX,22.97,1.65,0.0000,2.22,95.54,0.534,0.1137,55.25,0.1137,1.95,0.2998,0.372,0.179,9.63,0.1608,1.45,0.2120,1.12,0.2120,"476,632",71.60,0.9822,"244,200"
560,401,0.9184,1.00,0.00,"1,147.00",1.00,1.45,P1,1,1.33,0.71,37.30,1.00,2TLX,22.97,1.65,0.0000,2.22,93.40,0.524,0.1095,62.50,0.1095,1.94,0.2989,0.390,0.172,10.19,0.1549,1.39,0.2113,1.11,0.2113,"518,612",69.67,0.9847,"266,886"
561,401,0.9790,1.00,0.00,"1,147.00",1.00,1.45,P1,1,1.33,0.71,37.30,1.00,2TLX,22.97,1.65,0.0000,2.14,92.81,0.491,0.0907,62.83,0.0907,1.66,0.2296,0.331,0.163,6.80,0.1282,1.54,0.1624,1.03,0.1624,"328,879",56.48,0.9894,"198,466"
1124,411,0.9795,1.00,11.40,184.00,5.00,1.57,P22121,1018,1.03,0.66,17.80,1.00,4XOF,33.33,1.15,0.3000,8.79,96.21,1.299,0.0616,37.33,0.0366,3.36,0.0640,0.933,0.107,20.45,0.0721,1.57,0.0414,1.84,0.0484,"91,658",90.01,0.9985,"27,271"
1125,411,0.9116,1.00,11.40,184.00,5.00,1.57,P22121,1018,1.03,0.66,17.80,1.00,4XOF,33.33,1.15,0.2456,8.39,99.42,1.308,0.0638,35.32,0.0376,3.58,0.0665,0.900,0.117,20.33,0.0745,1.57,0.0429,1.91,0.0505,"100,831",97.90,0.9987,"28,177"
1126,411,0.9790,1.00,11.40,184.00,5.00,1.57,P22121,1018,1.03,0.66,17.80,1.00,4XOF,33.33,1.15,0.4939,8.74,97.50,1.404,0.0661,37.35,0.0391,3.42,0.0622,0.961,0.119,20.44,0.0772,1.60,0.0401,1.86,0.0472,"89,351",92.91,0.9984,"26,110"
514,414,1.0000,0.00,4.30,56.00,4.00,2.55,C121,5,0.80,0.80,50.10,0.00,4Y60,67.50,1.75,-0.4183,4.19,96.73,0.000,0.0937,35.23,0.0854,2.10,0.1449,0.677,0.000,49.53,0.1273,2.55,0.1024,1.21,0.1025,"25,613",76.15,0.9887,"12,185"
1059,415,0.9796,0.00,6.00,22.00,8.00,2.34,P3121,152,1.04,1.68,247.30,0.00,3MD3,27.71,2.70,0.6068,14.28,100.00,1.694,0.0727,45.63,0.0296,6.98,0.0686,1.036,0.079,65.78,0.0787,2.34,0.0350,3.78,0.0589,"58,910",99.97,0.9987,"8,436"
1060,415,0.9537,0.00,6.00,22.00,8.00,2.34,P3121,152,1.04,1.68,247.30,0.00,3MD3,27.71,2.70,0.6070,14.17,100.00,1.639,0.0722,45.66,0.0293,6.99,0.0696,1.023,0.077,66.92,0.0781,2.34,0.0355,3.78,0.0597,"58,882",99.93,0.9990,"8,425"
1061,415,0.9793,0.00,6.00,22.00,8.00,2.34,P3121,152,1.04,1.68,247.30,0.00,3MD3,27.71,2.70,0.7948,15.26,100.00,1.804,0.0806,45.74,0.0325,6.97,0.0696,1.144,0.092,73.76,0.0870,2.49,0.0354,3.79,0.0598,"48,958",99.83,0.9987,"7,027"
235,416,0.9796,0.00,6.70,25.00,1.00,1.72,P212121,19,1.31,1.87,144.40,0.00,2TLX,19.78,1.65,0.0912,5.75,98.58,1.471,0.1276,72.93,0.0768,3.56,0.1434,0.880,0.214,11.54,0.1496,1.72,0.0947,1.91,0.1070,"181,362",94.34,0.9930,"50,899"
236,416,0.9184,0.00,6.70,25.00,1.00,1.72,P212121,19,1.31,1.87,144.40,0.00,2TLX,19.78,1.65,0.0806,5.63,98.56,1.590,0.1509,57.92,0.0907,3.60,0.1694,0.941,0.236,11.35,0.1768,1.77,0.1119,1.92,0.1264,"168,131",94.82,0.9897,"46,750"
237,416,0.9793,0.00,6.70,25.00,1.00,1.72,P212121,19,1.31,1.87,144.40,0.00,2TLX,19.78,1.65,0.2811,5.72,98.53,1.585,0.1435,57.94,0.0864,3.56,0.1528,0.986,0.228,11.42,0.1683,1.74,0.1009,1.91,0.1141,"175,339",94.30,0.9907,"49,185"
1,417,0.9793,0.00,6.00,25.00,3.00,2.36,P61,169,1.17,1.84,164.50,0.00,4QNI,20.85,2.30,0.2334,6.64,99.95,0.968,0.1368,40.26,0.0638,5.55,0.1422,0.769,0.134,32.83,0.1511,2.36,0.0827,2.90,0.1151,"129,311",98.00,0.9937,"23,284"
2,417,0.9184,0.00,6.00,25.00,3.00,2.36,P61,169,1.17,1.84,164.50,0.00,4QNI,20.85,2.30,-0.0906,6.26,99.97,0.818,0.1299,40.37,0.0607,5.56,0.1443,0.634,0.129,42.10,0.1436,2.32,0.0839,2.90,0.1168,"137,995",98.27,0.9948,"24,801"
3,417,0.9792,0.00,6.00,25.00,3.00,2.36,P61,169,1.17,1.84,164.50,0.00,4QNI,20.85,2.30,0.1421,7.90,97.57,0.942,0.1411,41.10,0.0518,7.59,0.1462,0.799,0.117,33.02,0.1507,2.40,0.0676,4.19,0.1292,"166,103",85.28,0.9956,"21,885"
48,42,0.9200,1.00,18.90,402.00,0.00,1.79,P1,1,1.07,0.60,55.40,0.00,2FTW,49.70,2.05,-0.4617,3.36,86.28,0.000,0.1874,71.76,0.1123,3.77,0.2371,0.509,0.000,19.98,0.2188,1.79,0.1677,1.93,0.1677,"601,110",82.16,0.9702,"159,437"
296,420,0.9791,0.00,5.30,32.00,5.00,2.37,P622,177,0.89,1.02,87.50,0.00,3MSW,26.92,1.90,0.7227,19.00,99.42,0.000,0.0969,49.05,0.0232,17.19,0.0909,0.891,0.000,50.73,0.0998,2.37,0.0287,9.48,0.0861,"184,217",99.54,0.9992,"10,715"
208,423,0.9686,0.00,7.00,25.00,10.00,1.94,P6122,178,0.00,0.00,"1,852.60",0.00,2WA0,64.79,2.30,-0.2610,13.65,100.00,0.000,0.0885,53.21,0.0295,9.74,0.0949,0.718,0.000,34.12,0.0935,1.94,0.0401,5.44,0.0859,"249,371",99.99,0.9939,"25,594"
745,424,0.9778,1.00,17.30,"1,501.00",0.00,2.21,P1211,4,0.62,0.17,161.30,1.00,2PXJ,80.23,2.00,-0.1020,4.65,82.15,0.000,0.2577,50.23,0.0996,6.09,0.2810,0.834,0.000,17.57,0.2776,2.21,0.1336,3.49,0.2453,"418,399",63.43,0.9818,"68,745"
830,425,0.9786,0.00,2.70,-22.00,9.00,1.40,P22121,1018,0.00,0.00,556.10,0.00,4P6V,34.17,3.50,0.4734,10.13,96.08,1.298,0.0795,41.38,0.0321,5.63,0.0752,1.043,0.110,6.86,0.0860,1.05,0.0384,2.94,0.0642,"480,095",95.50,0.9981,"85,330"
26,427,0.9795,0.00,7.10,41.00,5.00,1.13,P21212,18,0.98,1.54,334.70,0.00,3FK9,24.34,2.50,0.1243,15.10,91.23,0.000,0.0549,60.06,0.0204,7.15,0.0586,0.846,0.000,9.35,0.0588,1.13,0.0273,3.83,0.0515,"362,122",87.09,0.9994,"50,661"
921,428,0.9686,0.00,9.00,45.00,3.00,2.23,P4132,213,1.04,1.89,932.70,0.00,5NZX,33.01,1.47,-0.0442,13.25,100.00,0.000,0.1639,143.31,0.0378,19.40,0.1686,0.938,0.000,27.64,0.1685,2.23,0.0513,10.52,0.1603,"487,900",100.00,0.9899,"25,154"
541,429,0.9792,1.00,11.20,90.00,0.00,1.76,C2221,20,1.11,1.48,402.20,0.00,4N0Q,31.75,2.30,0.4131,9.42,98.31,1.457,0.1344,45.35,0.0542,6.73,0.1331,1.097,0.147,17.11,0.1452,1.76,0.0680,3.55,0.1142,"238,246",95.87,0.9967,"35,406"
542,429,0.9116,1.00,11.20,90.00,0.00,1.76,C2221,20,1.11,1.48,402.20,0.00,4N0Q,31.75,2.30,0.0641,9.04,99.88,1.269,0.1306,45.35,0.0530,6.78,0.1385,0.927,0.142,18.63,0.1412,1.74,0.0712,3.54,0.1185,"252,551",99.61,0.9971,"37,224"
1021,432,0.9795,1.00,14.00,149.00,6.00,1.02,P212121,19,0.92,0.92,400.60,0.00,5MGE,29.57,1.95,-0.4556,14.66,89.21,0.000,0.0636,40.31,0.0192,11.22,0.0675,0.768,0.000,8.46,0.0666,1.02,0.0262,5.94,0.0621,"734,437",86.88,0.9992,"65,436"
645,437,0.9790,1.00,41.40,"1,414.00",0.00,1.47,P65,170,0.77,0.28,"1,174.90",0.00,4NW4,62.12,1.85,0.2440,12.92,89.68,1.415,0.0850,47.57,0.0367,5.39,0.0878,1.083,0.123,9.58,0.0930,1.47,0.0474,2.91,0.0733,"266,477",79.27,0.9984,"49,409"
646,437,0.9184,1.00,41.40,"1,414.00",0.00,1.47,P65,170,0.77,0.28,"1,174.90",0.00,4NW4,62.12,1.85,0.1926,12.00,93.12,1.413,0.0896,47.58,0.0386,5.48,0.0936,1.034,0.132,10.05,0.0979,1.46,0.0505,2.97,0.0782,"286,997",82.07,0.9984,"52,358"
647,437,0.9787,1.00,41.40,"1,414.00",0.00,1.47,P65,170,0.77,0.28,"1,174.90",0.00,4NW4,62.12,1.85,0.4058,13.21,99.46,1.497,0.0851,47.60,0.0366,5.90,0.0839,1.086,0.135,9.77,0.0930,1.51,0.0453,3.05,0.0700,"298,434",97.07,0.9985,"50,561"
456,438,0.9687,0.00,5.30,24.00,0.00,2.95,P41,76,1.21,1.75,191.30,0.00,4U7D,37.59,3.40,-0.3053,6.84,99.83,0.000,0.0697,66.85,0.0488,3.21,0.0895,0.792,0.000,92.79,0.0857,2.95,0.0613,1.73,0.0649,"96,570",91.58,0.9103,"30,129"
228,44,0.9795,0.00,3.00,17.00,1.00,1.50,P1211,4,0.91,1.78,227.00,0.00,4URS,33.33,2.27,0.1981,4.74,92.88,1.229,0.1250,41.71,0.0915,2.66,0.1281,0.795,0.182,12.75,0.1558,1.50,0.0903,1.49,0.0908,"114,060",76.24,0.9639,"42,845"
39,442,0.9794,1.00,12.50,113.00,5.00,2.39,P321,150,0.89,1.22,398.80,0.00,4QNI,47.57,2.30,0.4283,8.12,99.98,1.081,0.1161,62.22,0.0456,7.40,0.1157,0.862,0.105,59.60,0.1248,2.39,0.0583,3.86,0.0997,"177,878",99.99,0.9971,"24,024"
40,442,0.9184,1.00,12.50,113.00,5.00,2.39,P321,150,0.89,1.22,398.80,0.00,4QNI,47.57,2.30,0.2237,9.86,99.96,1.165,0.1398,45.73,0.0396,10.99,0.1423,0.864,0.098,54.47,0.1455,2.34,0.0534,5.73,0.1315,"281,241",99.96,0.9977,"25,598"
41,442,0.9791,1.00,12.50,113.00,5.00,2.39,P321,150,0.89,1.22,398.80,0.00,4QNI,47.57,2.30,0.5486,8.09,99.97,1.182,0.1210,62.11,0.0474,7.40,0.1155,0.904,0.114,62.77,0.1301,2.40,0.0582,3.86,0.0996,"175,344",99.99,0.9966,"23,695"
761,444,0.9800,0.00,3.90,34.00,10.00,2.22,P1,1,0.00,0.00,124.90,0.00,2ID5,23.44,2.70,-0.6539,1.42,97.72,0.567,0.1953,52.52,0.1623,2.17,0.2740,0.335,0.243,27.68,0.2550,2.22,0.1937,1.13,0.1937,"84,934",90.61,0.9532,"39,152"
762,444,0.9116,0.00,3.90,34.00,10.00,2.22,P1,1,0.00,0.00,124.90,0.00,2ID5,23.44,2.70,-0.2545,1.41,97.75,0.631,0.2105,53.29,0.1793,2.15,0.2793,0.353,0.274,23.52,0.2776,2.19,0.1975,1.12,0.1975,"87,736",90.26,0.9425,"40,788"
763,444,0.9796,0.00,3.90,34.00,10.00,2.22,P1,1,0.00,0.00,124.90,0.00,2ID5,23.44,2.70,-0.2362,1.57,97.76,0.558,0.1753,53.54,0.1500,2.14,0.2036,0.312,0.235,36.60,0.2316,2.55,0.1439,1.11,0.1439,"56,103",91.09,0.9519,"26,170"
1030,447,0.9793,0.00,5.20,31.00,6.00,1.78,I4122,98,0.89,2.16,"1,096.70",0.00,4GOT,33.74,1.95,-0.0041,11.15,99.99,1.281,0.1563,71.58,0.0433,14.21,0.1624,0.785,0.096,30.07,0.1623,1.78,0.0593,7.51,0.1511,"460,131",99.99,0.9968,"32,373"
1031,447,0.9184,0.00,5.20,31.00,6.00,1.78,I4122,98,0.89,2.16,"1,096.70",0.00,4GOT,33.74,1.95,0.1535,10.33,99.99,1.281,0.1473,71.87,0.0406,14.34,0.1513,0.746,0.097,22.86,0.1529,1.73,0.0551,7.56,0.1409,"512,981",99.99,0.9976,"35,775"
1032,447,0.9793,0.00,5.20,31.00,6.00,1.78,I4122,98,0.89,2.16,"1,096.70",0.00,4GOT,33.74,1.95,0.0601,11.14,99.92,1.198,0.1646,72.15,0.0453,14.25,0.1686,0.737,0.107,25.62,0.1708,1.88,0.0614,7.55,0.1569,"405,255",99.93,0.9979,"28,438"
23,449,0.9793,0.00,4.70,28.00,3.00,1.65,P65,170,1.23,2.17,368.00,0.00,2TLX,21.76,1.65,0.6823,11.95,99.88,1.751,0.0797,45.89,0.0424,4.45,0.0660,1.323,0.111,23.91,0.0904,1.65,0.0427,2.28,0.0501,"305,379",98.52,0.9973,"68,597"
24,449,0.9116,0.00,4.70,28.00,3.00,1.65,P65,170,1.23,2.17,368.00,0.00,2TLX,21.76,1.65,0.2921,11.94,99.91,1.232,0.0625,37.21,0.0335,4.43,0.0649,1.069,0.090,23.83,0.0710,1.65,0.0421,2.26,0.0491,"304,055",98.75,0.9982,"68,614"
25,449,0.9791,0.00,4.70,28.00,3.00,1.65,P65,170,1.23,2.17,368.00,0.00,2TLX,21.76,1.65,0.6045,12.25,99.86,1.529,0.0714,45.90,0.0383,4.42,0.0628,1.220,0.107,24.43,0.0812,1.70,0.0409,2.26,0.0474,"277,642",98.58,0.9981,"62,763"
1218,450,0.9791,0.00,5.70,44.00,0.00,2.00,P212121,19,1.00,1.00,58.80,0.00,2OQM,25.15,1.83,0.5632,11.71,100.00,1.546,0.0900,52.12,0.0358,7.27,0.0870,1.094,0.108,39.70,0.0970,2.00,0.0440,3.87,0.0749,"200,637",99.93,0.9988,"27,600"
1294,453,0.9795,1.00,13.60,127.00,4.00,0.97,C121,5,0.93,0.87,307.30,0.00,2WP2,32.48,2.37,-0.2559,26.90,82.09,0.000,0.0431,38.24,0.0149,7.05,0.0465,0.895,0.000,8.30,0.0457,0.97,0.0205,3.89,0.0415,"415,149",69.77,0.9986,"58,845"
1230,459,0.9792,0.00,5.10,21.00,1.00,1.23,P1211,4,1.00,1.01,75.60,0.00,4HL9,28.43,1.93,0.8467,14.05,80.54,1.199,0.0334,33.44,0.0298,2.06,0.0433,0.993,0.077,10.29,0.0449,1.23,0.0305,1.19,0.0307,"89,660",60.92,0.9989,"43,452"
1231,459,0.9184,0.00,5.10,21.00,1.00,1.23,P1211,4,1.00,1.01,75.60,0.00,4HL9,28.43,1.93,0.8127,12.74,90.16,1.371,0.0408,29.15,0.0365,2.10,0.0453,1.070,0.089,10.09,0.0549,1.23,0.0319,1.20,0.0321,"102,013",70.16,0.9985,"48,639"
1232,459,0.9785,0.00,5.10,21.00,1.00,1.23,P1211,4,1.00,1.01,75.60,0.00,4HL9,28.43,1.93,0.9657,13.84,82.08,1.575,0.0461,33.45,0.0414,2.07,0.0444,1.187,0.091,10.16,0.0622,1.24,0.0313,1.19,0.0315,"89,396",62.32,0.9975,"43,221"
492,46,0.9778,1.00,19.50,279.00,0.00,2.41,P1,1,0.86,0.59,152.30,0.00,1CRA,56.37,1.90,-0.1826,4.61,87.76,0.000,0.0888,56.51,0.0647,2.15,0.1367,0.591,0.000,35.05,0.1106,2.41,0.0932,1.29,0.0995,"78,492",58.71,0.9854,"36,505"
330,463,0.9787,0.00,6.10,25.00,6.00,2.30,P3121,152,1.25,2.06,348.00,0.00,2TLX,22.35,1.65,0.1146,13.34,99.98,1.244,0.0833,66.23,0.0340,6.81,0.0882,0.901,0.105,41.92,0.0902,2.30,0.0456,3.64,0.0752,"185,181",99.71,0.9986,"27,176"
331,463,0.9184,0.00,6.10,25.00,6.00,2.30,P3121,152,1.25,2.06,348.00,0.00,2TLX,22.35,1.65,0.2459,12.74,100.00,1.325,0.0885,52.80,0.0360,6.86,0.0918,0.908,0.111,42.37,0.0958,2.28,0.0473,3.66,0.0783,"191,105",99.75,0.9984,"27,877"
332,463,0.9781,0.00,6.10,25.00,6.00,2.30,P3121,152,1.25,2.06,348.00,0.00,2TLX,22.35,1.65,0.4332,13.61,99.94,1.443,0.0913,61.96,0.0372,6.81,0.0905,1.006,0.112,41.37,0.0988,2.35,0.0467,3.64,0.0771,"173,827",99.69,0.9984,"25,513"
531,464,0.9792,0.00,7.50,57.00,7.00,2.07,P6422,181,1.12,1.03,34.60,0.00,2TLX,19.74,1.65,0.0005,9.18,96.97,0.979,0.0964,72.89,0.0349,7.77,0.1019,0.610,0.105,42.82,0.1027,2.07,0.0472,4.19,0.0900,"569,034",92.62,0.9971,"73,194"
532,464,0.9184,0.00,7.50,57.00,7.00,2.07,P6422,181,1.12,1.03,34.60,0.00,2TLX,19.74,1.65,-0.0406,8.93,97.82,0.977,0.0989,46.71,0.0358,7.78,0.1050,0.582,0.105,50.48,0.1054,2.09,0.0487,4.18,0.0927,"558,777",93.96,0.9980,"71,831"
533,464,0.9785,0.00,7.50,57.00,7.00,2.07,P6422,181,1.12,1.03,34.60,0.00,2TLX,19.74,1.65,0.0132,10.11,97.45,0.989,0.1080,51.54,0.0389,7.95,0.1140,0.607,0.112,47.76,0.1150,2.26,0.0529,4.27,0.1007,"447,501",94.24,0.9979,"56,304"
409,467,0.9795,1.00,27.70,610.00,0.00,1.04,I222,23,0.75,0.44,543.80,0.00,1DQI,57.26,1.70,0.0519,9.66,95.67,1.271,0.0656,45.07,0.0407,3.40,0.0726,0.897,0.125,4.77,0.0774,1.04,0.0494,1.80,0.0530,"200,135",91.70,0.9988,"58,840"
1078,473,0.9796,1.00,11.30,80.00,2.00,2.04,P43212,96,0.83,1.31,414.50,0.00,1VKI,47.85,1.60,0.6290,25.05,38.25,1.903,0.0584,34.51,0.0293,3.59,0.0495,2.462,0.076,11.60,0.0658,2.04,0.0281,2.30,0.0404,"14,786",26.88,0.9964,"4,114"
1079,473,1.0000,1.00,11.30,80.00,2.00,2.04,P43212,96,0.83,1.31,414.50,0.00,1VKI,47.85,1.60,0.0060,19.54,84.92,1.109,0.0509,40.47,0.0181,6.97,0.0536,0.885,0.076,12.09,0.0542,1.49,0.0236,3.92,0.0478,"159,288",77.89,0.9992,"22,863"
1080,473,0.9794,1.00,11.30,80.00,2.00,2.04,P43212,96,0.83,1.31,414.50,0.00,1VKI,47.85,1.60,0.6001,23.58,36.03,2.094,0.0623,39.01,0.0326,3.33,0.0512,2.610,0.089,12.90,0.0709,2.01,0.0295,2.18,0.0415,"13,419",23.57,0.9950,"4,035"
915,477,0.9793,1.00,23.80,698.00,4.00,1.93,P212121,19,0.61,0.60,660.00,0.00,2WP2,73.33,2.37,-0.2562,6.87,97.74,0.000,0.1129,36.17,0.0631,3.92,0.1320,0.828,0.000,22.02,0.1299,1.93,0.0847,2.18,0.1006,"34,285",92.55,0.9954,"8,749"
333,480,0.9795,0.00,5.80,22.00,7.00,1.50,H32,155,1.24,1.86,193.00,0.00,5HSX,22.92,1.80,0.3314,15.07,58.96,1.075,0.0554,44.92,0.0263,4.88,0.0600,0.951,0.080,18.99,0.0616,1.50,0.0346,2.67,0.0487,"208,972",51.79,0.9942,"42,866"
447,481,0.9795,0.00,6.90,99.00,1.00,1.71,P1211,4,0.90,0.78,82.90,0.00,3LD7,41.05,1.55,-0.0551,9.05,74.97,1.185,0.0583,36.13,0.0442,2.09,0.0715,0.822,0.135,21.79,0.0736,1.71,0.0501,1.36,0.0509,"32,517",42.60,0.9980,"15,574"
448,481,0.9184,0.00,6.90,99.00,1.00,1.71,P1211,4,0.90,0.78,82.90,0.00,3LD7,41.05,1.55,0.0478,8.66,76.79,1.133,0.0524,36.09,0.0400,2.10,0.0628,0.772,0.129,16.43,0.0663,1.65,0.0441,1.36,0.0447,"37,154",43.87,0.9984,"17,725"
449,481,0.9790,0.00,6.90,99.00,1.00,1.71,P1211,4,0.90,0.78,82.90,0.00,3LD7,41.05,1.55,0.1714,8.60,79.82,1.194,0.0571,36.11,0.0453,1.95,0.0676,0.816,0.146,22.51,0.0734,1.72,0.0455,1.35,0.0497,"31,818",37.62,0.9980,"16,284"
37,482,0.9787,0.00,6.80,38.00,0.00,2.27,P212121,19,1.17,1.01,26.80,0.00,1RCW,24.42,2.50,0.0748,7.75,92.76,1.332,0.1035,50.74,0.0671,3.17,0.1184,0.901,0.178,23.94,0.1240,2.27,0.0821,1.73,0.0851,"108,568",86.47,0.9940,"34,298"
38,482,0.9184,0.00,6.80,38.00,0.00,2.27,P212121,19,1.17,1.01,26.80,0.00,1RCW,24.42,2.50,0.1328,7.43,92.64,1.410,0.1190,50.74,0.0769,3.17,0.1343,0.932,0.193,23.11,0.1424,2.29,0.0932,1.73,0.0965,"105,949",86.06,0.9923,"33,381"
233,483,0.9253,1.00,21.20,249.00,1.00,2.01,P6522,179,0.78,0.81,348.10,0.00,4V0P,64.79,2.07,-0.1677,13.58,90.70,1.089,0.0688,67.30,0.0226,9.05,0.0730,0.762,0.071,51.57,0.0726,2.01,0.0296,5.01,0.0666,"237,560",88.01,0.9981,"26,261"
810,487,0.9792,0.00,4.90,36.00,10.00,1.69,P21221,2018,1.33,1.74,33.30,1.00,4AWE,19.47,1.40,0.2181,8.34,93.24,1.492,0.0935,50.39,0.0563,3.39,0.0999,0.954,0.174,13.40,0.1098,1.69,0.0644,1.85,0.0757,"491,301",83.91,0.9966,"145,076"
811,487,0.9184,0.00,4.90,36.00,10.00,1.69,P21221,2018,1.33,1.74,33.30,1.00,4AWE,19.47,1.40,0.2567,8.03,92.75,1.504,0.0940,44.00,0.0565,3.33,0.0987,0.960,0.176,13.42,0.1103,1.65,0.0637,1.83,0.0749,"515,746",81.55,0.9965,"154,957"
812,487,0.9787,0.00,4.90,36.00,10.00,1.69,P21221,2018,1.33,1.74,33.30,1.00,4AWE,19.47,1.40,0.4144,8.24,98.54,1.601,0.1106,50.42,0.0651,3.61,0.1122,1.008,0.190,13.74,0.1290,1.73,0.0720,1.94,0.0853,"517,124",91.76,0.9956,"143,061"
973,49,0.9795,1.00,53.40,"1,622.00",0.00,2.11,P4132,213,0.79,0.29,240.30,0.00,5E8S,65.55,1.45,-0.1409,15.78,100.00,0.000,0.2910,105.46,0.0332,77.07,0.2932,0.861,0.000,26.90,0.2929,2.11,0.0458,40.95,0.2896,"4,642,362",100.00,0.9990,"60,235"
442,492,1.0163,1.00,10.30,75.00,0.00,2.15,I41,80,0.98,0.98,81.80,0.00,5XDZ,27.50,1.70,0.0579,19.62,45.16,0.840,0.0301,62.87,0.0198,2.89,0.0362,0.888,0.048,71.38,0.0363,2.15,0.0247,1.68,0.0264,"20,379",34.00,0.9972,"7,045"
443,492,1.1271,1.00,10.30,75.00,0.00,2.15,I41,80,0.98,0.98,81.80,0.00,5XDZ,27.50,1.70,-0.1175,19.15,99.92,1.053,0.0405,62.79,0.0194,5.21,0.0439,0.853,0.068,72.32,0.0450,2.52,0.0252,2.71,0.0357,"50,630",97.36,0.9980,"9,712"
935,493,0.9795,0.00,6.20,23.00,4.00,2.68,I23,197,1.27,2.34,523.40,0.00,1Q7Q,29.18,3.10,-0.1244,20.13,99.97,0.000,0.0720,117.95,0.0207,12.82,0.0754,0.916,0.000,64.38,0.0750,2.68,0.0285,6.65,0.0695,"279,738",99.60,0.9995,"21,818"
1243,494,0.9795,0.00,7.40,41.00,7.00,2.67,P21212,18,0.98,1.47,220.90,0.00,3FK9,24.34,2.50,0.1147,7.56,58.22,0.000,0.0469,44.63,0.0371,2.03,0.0583,0.414,0.000,0.40,0.0602,2.67,0.0397,1.41,0.0425,"5,297",32.38,0.9869,"2,609"
203,499,0.9763,1.00,26.30,498.00,0.00,2.43,C222,21,1.13,0.94,344.80,0.00,5AB0,52.24,2.50,-0.0840,7.97,99.44,0.000,0.2189,69.12,0.0714,9.22,0.2322,0.848,0.000,29.42,0.2307,2.43,0.0995,4.75,0.2086,"1,378,224",99.16,0.9934,"149,535"
247,503,0.9794,1.00,11.30,213.00,0.00,2.13,C121,5,1.08,0.85,86.20,0.00,4TR6,33.88,1.50,0.1745,8.53,98.97,1.131,0.1022,38.96,0.0577,4.02,0.1075,0.903,0.125,32.17,0.1176,2.13,0.0726,2.08,0.0789,"203,338",95.24,0.9946,"50,627"
248,503,0.9184,1.00,11.30,213.00,0.00,2.13,C121,5,1.08,0.85,86.20,0.00,4TR6,33.88,1.50,-0.1796,8.44,98.98,0.967,0.0947,40.39,0.0534,4.02,0.1102,0.759,0.120,31.98,0.1090,2.13,0.0745,2.08,0.0809,"203,587",95.62,0.9953,"50,619"
249,503,0.9792,1.00,11.30,213.00,0.00,2.13,C121,5,1.08,0.85,86.20,0.00,4TR6,33.88,1.50,0.0628,8.88,98.22,1.097,0.1114,40.60,0.0631,4.01,0.1227,0.790,0.152,36.79,0.1282,2.59,0.0836,2.08,0.0894,"114,563",94.86,0.9952,"28,582"
1103,508,0.9796,1.00,18.10,285.00,2.00,2.25,I41,80,1.96,0.94,15.30,0.00,4K3F,44.54,1.60,-0.0308,6.62,99.98,1.287,0.1583,68.14,0.0790,4.92,0.1758,0.829,0.154,32.03,0.1774,2.25,0.1072,2.54,0.1383,"100,500",97.30,0.9878,"20,445"
1104,508,0.9537,1.00,18.10,285.00,2.00,2.25,I41,80,1.96,0.94,15.30,0.00,4K3F,44.54,1.60,-0.0440,6.45,100.00,1.287,0.1585,68.03,0.0789,4.94,0.1760,0.825,0.155,31.80,0.1775,2.21,0.1072,2.54,0.1385,"106,439",97.36,0.9920,"21,561"
841,511,0.9200,1.00,46.80,"1,752.00",6.00,1.22,P43212,96,0.75,0.20,"2,315.80",0.00,2GP3,65.88,2.35,0.1547,16.56,98.33,0.000,0.0665,51.84,0.0202,10.71,0.0686,0.899,0.000,10.53,0.0697,1.22,0.0272,5.66,0.0628,"1,226,940",96.85,0.9996,"114,574"
1042,515,0.9795,0.00,8.30,34.00,0.00,2.20,P213,198,0.96,1.05,92.60,0.00,4EF1,38.33,1.90,0.2731,6.72,99.69,1.115,0.1076,49.22,0.0501,5.39,0.1126,0.813,0.153,28.55,0.1191,2.20,0.0641,2.82,0.0919,"160,670",98.62,0.9971,"29,820"
1043,515,0.9116,0.00,8.30,34.00,0.00,2.20,P213,198,0.96,1.05,92.60,0.00,4EF1,38.33,1.90,0.1946,6.94,99.63,1.173,0.1190,49.22,0.0549,5.45,0.1265,0.838,0.163,32.44,0.1314,2.31,0.0717,2.85,0.1034,"140,463",98.78,0.9964,"25,783"
